# Unihan 17.0.0 kMandarin; frequency from rime-pinyin-simp
㦖	men	4	0
㦗	jin	1	0
㦘	ji	1	0
㦚	bian	3	0
㦛	yu	3	0
㦜	huo	4	0
㦝	miao	3	0
㦞	chou	2	0
㦟	mai	2	0
㦡	le	4	0
㦢	jie	2	0
㦣	wei	4	0
㦤	yi	4	0
㦥	xuan	1	0
㦦	xi	4	0
㦧	can	3	0
㦨	lan	2	0
㦩	yin	3	0
㦪	xie	4	0
㦫	za	1	0
㦬	luo	3	0
㦭	ling	2	0
㦮	qian	2	0
㦯	huo	4	0
㦰	jian	1	0
㦱	wo	3	0
㦴	ge	2	0
㦵	zhu	1	0
㦶	die	2	0
㦷	yong	3	0
㦸	ji	3	0
㦹	yang	2	0
㦺	ru	4	0
㦻	xi	2	0
㦼	shuang	4	0
㦽	yu	4	0
㦾	yi	2	0
㦿	qian	3	0
㧀	ji	2	0
㧁	qu	4	0
㧂	tian	2	0
㧃	shou	1	0
㧄	qian	3	0
㧅	mu	4	0
㧆	jin	1	0
㧇	mao	3	0
㧈	yin	3	0
㧉	gai	4	0
㧊	po	1	0
㧋	xuan	3	0
㧌	mao	4	0
㧍	fang	3	0
㧎	ya	2	0
㧏	gang	1	0
㧐	song	3	0
㧑	hui	1	0
㧒	yu	4	0
㧓	gua	1	0
㧔	guai	4	0
㧕	liu	3	0
㧖	e	4	0
㧗	zi	3	0
㧘	zi	4	0
㧙	bi	4	0
㧚	wa	3	0
㧛	lan	3	0
㧜	lie	4	0
㧟	kuai	3	0
㧡	hai	4	0
㧢	yin	1	0
㧣	zhu	1	0
㧤	chong	4	0
㧥	xian	3	0
㧦	xuan	4	0
㧨	qiu	2	0
㧩	pei	4	0
㧪	gui	3	0
㧫	er	2	0
㧬	gong	3	0
㧭	qiong	2	0
㧮	hu	1	0
